clip_id	track_number	title	artist	album	url	segmentStart	segmentEnd	original_url	mp3_path
5156	01	Teenage Shutdown	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	0	29	http://he3.magnatune.com/all/01-Teenage%20Shutdown-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-01-teenage_shutdown-0-29.mp3
54259	17	Affettuossimo_ Winter - The Snow-Drop from Airs for the Seasons	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	117	146	http://he3.magnatune.com/all/17-Affettuossimo_%20Winter%20-%20The%20Snow-Drop%20from%20Airs%20for%20the%20Seasons-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-17-affettuossimo_winter__the_snowdrop_from_airs_for_the_seasons-117-146.mp3
16128	03	WNQD	Somadrone	Trancelucent	http://www.magnatune.com/artists/albums/solace-somadrone/	117	146	http://he3.magnatune.com/all/03-WNQD-Somadrone.mp3	a/somadrone-trancelucent-03-wnqd-117-146.mp3
10690	02	Tribe	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	204	233	http://he3.magnatune.com/all/02-Tribe-Falling%20You.mp3	a/falling_you-human-02-tribe-204-233.mp3
14403	03	Picture	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	175	204	http://he3.magnatune.com/all/03-Picture-Plunkett.mp3	a/plunkett-14_days-03-picture-175-204.mp3
40770	09	Se Mon Cuer (anon)	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	30	59	http://he3.magnatune.com/all/09-Se%20Mon%20Cuer%20(anon)-Asteria.mp3	a/asteria-soyes_loyal-09-se_mon_cuer_anon-30-59.mp3
30847	07	Coda Outro	Somadrone	Trancelucent	http://www.magnatune.com/artists/albums/solace-somadrone/	88	117	http://he3.magnatune.com/all/07-Coda%20Outro-Somadrone.mp3	a/somadrone-trancelucent-07-coda_outro-88-117.mp3
28695	06	Roku	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	349	378	http://he3.magnatune.com/all/06-Roku-Tilopa.mp3	a/tilopa-pictures_of_silence-06-roku-349-378.mp3
33810	07	The Mystery of Pain	Falik	Dreams from the Machine	http://www.magnatune.com/artists/albums/falik-dreams/	233	262	http://he3.magnatune.com/all/07-The%20Mystery%20of%20Pain-Falik.mp3	a/falik-dreams_from_the_machine-07-the_mystery_of_pain-233-262.mp3
51770	14	Praise Ye the Name of the Lord Bulgarian and Bizantine	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	233	262	http://he3.magnatune.com/all/14-Praise%20Ye%20the%20Name%20of%20the%20Lord%20Bulgarian%20and%20Bizantine-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-14-praise_ye_the_name_of_the_lord_bulgarian_and_bizantine-233-262.mp3
16850	04	Bring Down The Stars	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	233	262	http://he3.magnatune.com/all/04-Bring%20Down%20The%20Stars-Falling%20You.mp3	a/falling_you-human-04-bring_down_the_stars-233-262.mp3
24971	05	Sun Shines	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	233	262	http://he3.magnatune.com/all/05-Sun%20Shines-Plunkett.mp3	a/plunkett-14_days-05-sun_shines-233-262.mp3
54883	17	There Is No Rose Of Such Virtue (anon)	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	30	59	http://he3.magnatune.com/all/17-There%20Is%20No%20Rose%20Of%20Such%20Virtue%20(anon)-Asteria.mp3	a/asteria-soyes_loyal-17-there_is_no_rose_of_such_virtue_anon-30-59.mp3
8269	02	Malo Selo (Bulgaria)	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	59	88	http://he3.magnatune.com/all/02-Malo%20Selo%20(Bulgaria)-Kitka.mp3	a/kitka-nectar-02-malo_selo_bulgaria-59-88.mp3
36821	08	Paul Gauguin	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	0	29	http://he3.magnatune.com/all/08-Paul%20Gauguin-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-08-paul_gauguin-0-29.mp3
34081	07	Vchera Se Zheni Mlad Stoyan (Bulgaria)	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	320	349	http://he3.magnatune.com/all/07-Vchera%20Se%20Zheni%20Mlad%20Stoyan%20(Bulgaria)-Kitka.mp3	a/kitka-nectar-07-vchera_se_zheni_mlad_stoyan_bulgaria-320-349.mp3
48181	12	It fell on a summer's day (Thomas Campain)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	88	117	http://he3.magnatune.com/all/12-It%20fell%20on%20a%20summer's%20day%20(Thomas%20Campain)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-12-it_fell_on_a_summers_day_thomas_campain-88-117.mp3
26938	06	entity	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	117	146	http://he3.magnatune.com/all/06-entity-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-06-entity-117-146.mp3
44051	10	Seaworld	The Headroom Project	Ciri a Doro	http://www.magnatune.com/artists/albums/headroom-ciri/	117	146	http://he3.magnatune.com/all/10-Seaworld-The%20Headroom%20Project.mp3	a/the_headroom_project-ciri_a_doro-10-seaworld-117-146.mp3
18635	04	Moving On	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	30	59	http://he3.magnatune.com/all/04-Moving%20On-Tilopa.mp3	a/tilopa-by_the_way-04-moving_on-30-59.mp3
30557	07	Bakfark_ erravi sicut ovis prima pars	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	175	204	http://he3.magnatune.com/all/07-Bakfark_%20erravi%20sicut%20ovis%20prima%20pars-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-07-bakfark_erravi_sicut_ovis_prima_pars-175-204.mp3
21627	05	By The Ganges	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	668	697	http://he3.magnatune.com/all/05-By%20The%20Ganges-Tilopa.mp3	a/tilopa-by_the_way-05-by_the_ganges-668-697.mp3
46357	11	Orange Silhouette	Liquid Zen	Magic Midsummer	http://www.magnatune.com/artists/albums/liquid-magic/	233	262	http://he3.magnatune.com/all/11-Orange%20Silhouette%20-%20Liquid%20Zen.mp3	a/liquid_zen-magic_midsummer-11-orange_silhouette-233-262.mp3
28174	06	No Stone Unturned	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	0	29	http://he3.magnatune.com/all/06-No%20Stone%20Unturned-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-06-no_stone_unturned-0-29.mp3
43527	10	Ogreyala Mesechina (Macedonia)	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	88	117	http://he3.magnatune.com/all/10-Ogreyala%20Mesechina%20(Macedonia)-Kitka.mp3	a/kitka-nectar-10-ogreyala_mesechina_macedonia-88-117.mp3
46061	11	life in a tube	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	88	117	http://he3.magnatune.com/all/11-life%20in%20a%20tube-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-11-life_in_a_tube-88-117.mp3
42277	10	Cleaning His Gun	Four Stones	La Vie Chill	http://www.magnatune.com/artists/albums/fourstones-viechill/	117	146	http://he3.magnatune.com/all/10-Cleaning%20His%20Gun-Four%20Stones.mp3	a/four_stones-la_vie_chill-10-cleaning_his_gun-117-146.mp3
29788	06	Varenka	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	88	117	http://he3.magnatune.com/all/06-Varenka-Falling%20You.mp3	a/falling_you-human-06-varenka-88-117.mp3
46314	11	O Theotokos the Virgin Rejoice (Ave Maria)	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	1509	1538	http://he3.magnatune.com/all/11-O%20Theotokos%20the%20Virgin%20Rejoice%20(Ave%20Maria)-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1509-1538.mp3
49619	13	Bakfark_ non accedat ad te malum secunda pars	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	291	320	http://he3.magnatune.com/all/13-Bakfark_%20non%20accedat%20ad%20te%20malum%20secunda%20pars-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-13-bakfark_non_accedat_ad_te_malum_secunda_pars-291-320.mp3
49533	13	And Come the Sirens	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	59	88	http://he3.magnatune.com/all/13-And%20Come%20the%20Sirens-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-13-and_come_the_sirens-59-88.mp3
44551	10	The Lost Art of Human Kindness	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	233	262	http://he3.magnatune.com/all/10-The%20Lost%20Art%20of%20Human%20Kindness-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-10-the_lost_art_of_human_kindness-233-262.mp3
13867	03	Mendota	DAC Crowell	The Mechanism of Starlight	http://www.magnatune.com/artists/albums/dac-mech/	1364	1393	http://he3.magnatune.com/all/03-Mendota-DAC%20Crowell.mp3	a/dac_crowell-the_mechanism_of_starlight-03-mendota-1364-1393.mp3
53622	16	Courante	James Edwards	Le Tresor dOrphee by Antoine Francisque	http://www.magnatune.com/artists/albums/edwards-tresor/	30	59	http://he3.magnatune.com/all/16-Courante-James%20Edwards.mp3	a/james_edwards-le_tresor_dorphee_by_antoine_francisque-16-courante-30-59.mp3
3120	01	Our Silent Ways	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	117	146	http://he3.magnatune.com/all/01-Our%20Silent%20Ways-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-01-our_silent_ways-117-146.mp3
54990	17	Yofcharche Mlado	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	146	175	http://he3.magnatune.com/all/17-Yofcharche%20Mlado-Kitka.mp3	a/kitka-nectar-17-yofcharche_mlado-146-175.mp3
39265	09	fluxlogic	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	117	146	http://he3.magnatune.com/all/09-fluxlogic-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-09-fluxlogic-117-146.mp3
28694	06	Roku	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	320	349	http://he3.magnatune.com/all/06-Roku-Tilopa.mp3	a/tilopa-pictures_of_silence-06-roku-320-349.mp3
18975	04	Patterns	Somadrone	Trancelucent	http://www.magnatune.com/artists/albums/solace-somadrone/	117	146	http://he3.magnatune.com/all/04-Patterns-Somadrone.mp3	a/somadrone-trancelucent-04-patterns-117-146.mp3
24837	05	Stoinole Stokole (Macedonia)	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	0	29	http://he3.magnatune.com/all/05-Stoinole%20Stokole%20(Macedonia)-Kitka.mp3	a/kitka-nectar-05-stoinole_stokole_macedonia-0-29.mp3
47906	12	Earth Beyond a Finite Thought	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	233	262	http://he3.magnatune.com/all/12-Earth%20Beyond%20a%20Finite%20Thought-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-12-earth_beyond_a_finite_thought-233-262.mp3
34749	08	Bakfark_ fantasia	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	175	204	http://he3.magnatune.com/all/08-Bakfark_%20fantasia-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-08-bakfark_fantasia-175-204.mp3
54289	17	Bakfark_ fantasia	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	30	59	http://he3.magnatune.com/all/17-Bakfark_%20fantasia-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-17-bakfark_fantasia-30-59.mp3
36316	08	Male Voice for Genang Drum	The Headroom Project	Ciri a Doro	http://www.magnatune.com/artists/albums/headroom-ciri/	30	59	http://he3.magnatune.com/all/08-Male%20Voice%20for%20Genang%20Drum-The%20Headroom%20Project.mp3	a/the_headroom_project-ciri_a_doro-08-male_voice_for_genang_drum-30-59.mp3
13851	03	Mendota	DAC Crowell	The Mechanism of Starlight	http://www.magnatune.com/artists/albums/dac-mech/	900	929	http://he3.magnatune.com/all/03-Mendota-DAC%20Crowell.mp3	a/dac_crowell-the_mechanism_of_starlight-03-mendota-900-929.mp3
17662	04	Fire Below	Liquid Zen	Magic Midsummer	http://www.magnatune.com/artists/albums/liquid-magic/	59	88	http://he3.magnatune.com/all/04-Fire%20Below%20-%20Liquid%20Zen.mp3	a/liquid_zen-magic_midsummer-04-fire_below-59-88.mp3
46302	11	O Theotokos the Virgin Rejoice (Ave Maria)	Ensemble Sreteniye	Ancient Church Singing of Byzantine Georgia and Rus	http://www.magnatune.com/artists/albums/sreteniye-ancient/	1161	1190	http://he3.magnatune.com/all/11-O%20Theotokos%20the%20Virgin%20Rejoice%20(Ave%20Maria)-Ensemble%20Sreteniye.mp3	a/ensemble_sreteniye-ancient_church_singing_of_byzantine_georgia_and_rus-11-o_theotokos_the_virgin_rejoice_ave_maria-1161-1190.mp3
19534	04	Scream	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	204	233	http://he3.magnatune.com/all/04-Scream-Yongen.mp3	a/yongen-yello_haus-04-scream-204-233.mp3
40666	09	Rise And Crash	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	0	29	http://he3.magnatune.com/all/09-Rise%20And%20Crash-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-09-rise_and_crash-0-29.mp3
13413	03	Inner Child	Falik	Dreams from the Machine	http://www.magnatune.com/artists/albums/falik-dreams/	233	262	http://he3.magnatune.com/all/03-Inner%20Child-Falik.mp3	a/falik-dreams_from_the_machine-03-inner_child-233-262.mp3
51663	14	Ostinato vo seguire (Trombocino)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	117	146	http://he3.magnatune.com/all/14-Ostinato%20vo%20seguire%20(Trombocino)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-14-ostinato_vo_seguire_trombocino-117-146.mp3
47490	12	A Sweet Sickness	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	30	59	http://he3.magnatune.com/all/12-A%20Sweet%20Sickness-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-12-a_sweet_sickness-30-59.mp3
31425	07	Exultate Justi in Domino (Pierre Certon)	Edward Martin and William Bastian	Virtues and Vices	http://www.magnatune.com/artists/albums/martin-virtues/	30	59	http://he3.magnatune.com/all/07-Exultate%20Justi%20in%20Domino%20(Pierre%20Certon)-Edward%20Martin%20and%20William%20Bastian.mp3	a/edward_martin_and_william_bastian-virtues_and_vices-07-exultate_justi_in_domino_pierre_certon-30-59.mp3
14704	03	San	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	59	88	http://he3.magnatune.com/all/03-San-Tilopa.mp3	a/tilopa-pictures_of_silence-03-san-59-88.mp3
47707	12	Breathe	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	117	146	http://he3.magnatune.com/all/12-Breathe-Plunkett.mp3	a/plunkett-14_days-12-breathe-117-146.mp3
28065	06	Morningwalk	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	204	233	http://he3.magnatune.com/all/06-Morningwalk-Tilopa.mp3	a/tilopa-by_the_way-06-morningwalk-204-233.mp3
9145	02	quite derivative	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	30	59	http://he3.magnatune.com/all/02-quite%20derivative-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-30-59.mp3
29369	06	Steamy River	Rhonda Lorence	Winter Moon	http://www.magnatune.com/artists/albums/lorence-winter/	30	59	http://he3.magnatune.com/all/06-Steamy%20River-Rhonda%20Lorence.mp3	a/rhonda_lorence-winter_moon-06-steamy_river-30-59.mp3
55710	19	Encore	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	88	117	http://he3.magnatune.com/all/19-Encore-Asteria.mp3	a/asteria-soyes_loyal-19-encore-88-117.mp3
47494	12	A Sweet Sickness	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	146	175	http://he3.magnatune.com/all/12-A%20Sweet%20Sickness-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-12-a_sweet_sickness-146-175.mp3
24479	05	six wheels on soil	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	204	233	http://he3.magnatune.com/all/05-six%20wheels%20on%20soil-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-05-six_wheels_on_soil-204-233.mp3
37223	08	Shackles Of Gold	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	30	59	http://he3.magnatune.com/all/08-Shackles%20Of%20Gold-Yongen.mp3	a/yongen-yello_haus-08-shackles_of_gold-30-59.mp3
33452	07	Starshine	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	320	349	http://he3.magnatune.com/all/07-Starshine-Falling%20You.mp3	a/falling_you-human-07-starshine-320-349.mp3
43417	10	Nocturne Op.32 No.2 in Ab major	Janine Johnson	Chopin Recital	http://www.magnatune.com/artists/albums/jjohnson-chopin/	117	146	http://he3.magnatune.com/all/10-Nocturne%20Op.32%20No.2%20in%20Ab%20major-Janine%20Johnson.mp3	a/janine_johnson-chopin_recital-10-nocturne_op_32_no_2_in_ab_major-117-146.mp3
8535	02	Ni	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	59	88	http://he3.magnatune.com/all/02-Ni-Tilopa.mp3	a/tilopa-pictures_of_silence-02-ni-59-88.mp3
11553	03	Amigos De Viaje	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	320	349	http://he3.magnatune.com/all/03-Amigos%20De%20Viaje-Tilopa.mp3	a/tilopa-by_the_way-03-amigos_de_viaje-320-349.mp3
7836	02	Infantry	Jade Leary	The Lost Art of Human Kindness	http://www.magnatune.com/artists/albums/jade-art/	59	88	http://he3.magnatune.com/all/02-Infantry-Jade%20Leary.mp3	a/jade_leary-the_lost_art_of_human_kindness-02-infantry-59-88.mp3
22739	05	huan ying	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	233	262	http://he3.magnatune.com/all/05-huan%20ying-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-05-huan_ying-233-262.mp3
49471	13	14 Days	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	175	204	http://he3.magnatune.com/all/13-14%20Days-Plunkett.mp3	a/plunkett-14_days-13-14_days-175-204.mp3
8267	02	Malo Selo (Bulgaria)	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	0	29	http://he3.magnatune.com/all/02-Malo%20Selo%20(Bulgaria)-Kitka.mp3	a/kitka-nectar-02-malo_selo_bulgaria-0-29.mp3
18640	04	Moving On	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	175	204	http://he3.magnatune.com/all/04-Moving%20On-Tilopa.mp3	a/tilopa-by_the_way-04-moving_on-175-204.mp3
53005	15	Predite Prelye	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	0	29	http://he3.magnatune.com/all/15-Predite%20Prelye-Kitka.mp3	a/kitka-nectar-15-predite_prelye-0-29.mp3
13825	03	Mendota	DAC Crowell	The Mechanism of Starlight	http://www.magnatune.com/artists/albums/dac-mech/	146	175	http://he3.magnatune.com/all/03-Mendota-DAC%20Crowell.mp3	a/dac_crowell-the_mechanism_of_starlight-03-mendota-146-175.mp3
43205	10	low level format	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	117	146	http://he3.magnatune.com/all/10-low%20level%20format-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-10-low_level_format-117-146.mp3
24486	05	six wheels on soil	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	407	436	http://he3.magnatune.com/all/05-six%20wheels%20on%20soil-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-05-six_wheels_on_soil-407-436.mp3
8169	02	Laying Down Lounge	Four Stones	La Vie Chill	http://www.magnatune.com/artists/albums/fourstones-viechill/	175	204	http://he3.magnatune.com/all/02-Laying%20Down%20Lounge-Four%20Stones.mp3	a/four_stones-la_vie_chill-02-laying_down_lounge-175-204.mp3
11546	03	Amigos De Viaje	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	117	146	http://he3.magnatune.com/all/03-Amigos%20De%20Viaje-Tilopa.mp3	a/tilopa-by_the_way-03-amigos_de_viaje-117-146.mp3
44801	10	We Are The Dangerous	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	0	29	http://he3.magnatune.com/all/10-We%20Are%20The%20Dangerous-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-10-we_are_the_dangerous-0-29.mp3
52756	15	Jamais Tante (Lute) (Gilles Binchois)	Asteria	Soyes Loyal	http://www.magnatune.com/artists/albums/asteria-soyes/	0	29	http://he3.magnatune.com/all/15-Jamais%20Tante%20(Lute)%20(Gilles%20Binchois)-Asteria.mp3	a/asteria-soyes_loyal-15-jamais_tante_lute_gilles_binchois-0-29.mp3
54260	17	Affettuossimo_ Winter - The Snow-Drop from Airs for the Seasons	Da Camera	A Celtic Celebration	http://www.magnatune.com/artists/albums/dacamera-celtic/	146	175	http://he3.magnatune.com/all/17-Affettuossimo_%20Winter%20-%20The%20Snow-Drop%20from%20Airs%20for%20the%20Seasons-Da%20Camera.mp3	a/da_camera-a_celtic_celebration-17-affettuossimo_winter__the_snowdrop_from_airs_for_the_seasons-146-175.mp3
35475	08	Fast & Furious	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	30	59	http://he3.magnatune.com/all/08-Fast%20%26%20Furious-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-08-fast___furious-30-59.mp3
8538	02	Ni	Tilopa	Pictures of Silence	http://www.magnatune.com/artists/albums/tilopa-pictures/	146	175	http://he3.magnatune.com/all/02-Ni-Tilopa.mp3	a/tilopa-pictures_of_silence-02-ni-146-175.mp3
51750	14	pmtayl	Mr Gelatine	Electroluv	http://www.magnatune.com/artists/albums/gelatine-electroluv/	30	59	http://he3.magnatune.com/all/14-pmtayl-Mr%20Gelatine.mp3	a/mr_gelatine-electroluv-14-pmtayl-30-59.mp3
15810	03	Topping Off	Four Stones	La Vie Chill	http://www.magnatune.com/artists/albums/fourstones-viechill/	204	233	http://he3.magnatune.com/all/03-Topping%20Off-Four%20Stones.mp3	a/four_stones-la_vie_chill-03-topping_off-204-233.mp3
50946	13	Tikho Nad Richkoyu	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	204	233	http://he3.magnatune.com/all/13-Tikho%20Nad%20Richkoyu-Kitka.mp3	a/kitka-nectar-13-tikho_nad_richkoyu-204-233.mp3
13832	03	Mendota	DAC Crowell	The Mechanism of Starlight	http://www.magnatune.com/artists/albums/dac-mech/	349	378	http://he3.magnatune.com/all/03-Mendota-DAC%20Crowell.mp3	a/dac_crowell-the_mechanism_of_starlight-03-mendota-349-378.mp3
53621	16	Courante	James Edwards	Le Tresor dOrphee by Antoine Francisque	http://www.magnatune.com/artists/albums/edwards-tresor/	0	29	http://he3.magnatune.com/all/16-Courante-James%20Edwards.mp3	a/james_edwards-le_tresor_dorphee_by_antoine_francisque-16-courante-0-29.mp3
13110	03	Give You Up	Yongen	Yello Haus	http://www.magnatune.com/artists/albums/yongen-yello/	0	29	http://he3.magnatune.com/all/03-Give%20You%20Up-Yongen.mp3	a/yongen-yello_haus-03-give_you_up-0-29.mp3
10691	02	Tribe	Falling You	Human	http://www.magnatune.com/artists/albums/fallingyou-human/	233	262	http://he3.magnatune.com/all/02-Tribe-Falling%20You.mp3	a/falling_you-human-02-tribe-233-262.mp3
56878	21	Waissel_ polish dance	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	0	29	http://he3.magnatune.com/all/21-Waissel_%20polish%20dance-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-21-waissel_polish_dance-0-29.mp3
34193	07	Wave	Bjorn Fogelberg	Karooshi Porn	http://www.magnatune.com/artists/albums/fogelberg-karooshi/	204	233	http://he3.magnatune.com/all/07-Wave-Bjorn%20Fogelberg.mp3	a/bjorn_fogelberg-karooshi_porn-07-wave-204-233.mp3
10148	02	Still Wanting (After The Flood)	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	30	59	http://he3.magnatune.com/all/02-Still%20Wanting%20(After%20The%20Flood)-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-02-still_wanting_after_the_flood-30-59.mp3
47620	12	Bakfark_ qui habitat in adjutorio prima pars	Jacob Heringman	Black Cow	http://www.magnatune.com/artists/albums/heringman-blackcow/	436	465	http://he3.magnatune.com/all/12-Bakfark_%20qui%20habitat%20in%20adjutorio%20prima%20pars-Jacob%20Heringman.mp3	a/jacob_heringman-black_cow-12-bakfark_qui_habitat_in_adjutorio_prima_pars-436-465.mp3
27536	06	Just Rise	Plunkett	14 Days	http://www.magnatune.com/artists/albums/plunkett-days/	59	88	http://he3.magnatune.com/all/06-Just%20Rise-Plunkett.mp3	a/plunkett-14_days-06-just_rise-59-88.mp3
31217	07	E.F. Theme	Electric Frankenstein	The Time Is Now	http://www.magnatune.com/artists/albums/elecfrank-timenow/	59	88	http://he3.magnatune.com/all/07-E.F.%20Theme-Electric%20Frankenstein.mp3	a/electric_frankenstein-the_time_is_now-07-e_f__theme-59-88.mp3
9394	02	Red Fullmoon	Tilopa	By The Way	http://www.magnatune.com/artists/albums/tilopa-bytheway/	59	88	http://he3.magnatune.com/all/02-Red%20Fullmoon-Tilopa.mp3	a/tilopa-by_the_way-02-red_fullmoon-59-88.mp3
31235	07	Earthwish on Saturn	Jade Leary	And Come the Sirens	http://www.magnatune.com/artists/albums/jade-sirens/	59	88	http://he3.magnatune.com/all/07-Earthwish%20on%20Saturn-Jade%20Leary.mp3	a/jade_leary-and_come_the_sirens-07-earthwish_on_saturn-59-88.mp3
54985	17	Yofcharche Mlado	Kitka	Nectar	http://www.magnatune.com/artists/albums/kitka-nectar/	0	29	http://he3.magnatune.com/all/17-Yofcharche%20Mlado-Kitka.mp3	a/kitka-nectar-17-yofcharche_mlado-0-29.mp3
